7.000000000000000000e+00,1.948838385571352236e-03
1.500000000000000000e+01,2.079099836188283597e-03
2.300000000000000000e+01,2.521353346575521803e-03
3.100000000000000000e+01,3.109118428627527693e-03
3.900000000000000000e+01,4.174720636845054809e-03
4.700000000000000000e+01,5.250489592427807009e-03
5.500000000000000000e+01,6.832054229430447462e-03
6.300000000000000000e+01,9.026800816898149574e-03
7.100000000000000000e+01,1.136896524116160108e-02
7.900000000000000000e+01,1.437069740074395190e-02
8.700000000000000000e+01,1.732604377547247027e-02
9.500000000000000000e+01,2.094604125920249832e-02
1.030000000000000000e+02,2.534379491637214765e-02
1.110000000000000000e+02,2.982542423930489850e-02
1.190000000000000000e+02,3.555502180131888540e-02
1.270000000000000000e+02,4.140217237974326558e-02
1.350000000000000000e+02,4.779769189417941433e-02
1.430000000000000000e+02,5.531345988392116081e-02
1.510000000000000000e+02,6.321683511696207791e-02
1.590000000000000000e+02,7.227222991082492276e-02
1.670000000000000000e+02,8.110840421462513217e-02
1.750000000000000000e+02,9.160366460408779499e-02
1.830000000000000000e+02,1.030978079221837457e-01
1.910000000000000000e+02,1.143657411114033795e-01
1.990000000000000000e+02,1.273791777388899593e-01
2.070000000000000000e+02,1.412663192180754756e-01
2.150000000000000000e+02,1.562718029074355586e-01
2.230000000000000000e+02,1.730412172646620117e-01
2.310000000000000000e+02,1.864047712545385538e-01
2.390000000000000000e+02,2.033292285090846085e-01
2.470000000000000000e+02,2.224516094596500626e-01
2.550000000000000000e+02,2.291470480213603222e-01
