7.000000000000000000e+00,1.882754527697397002e-03
1.500000000000000000e+01,1.911348504662088808e-03
2.300000000000000000e+01,2.016193086865960063e-03
3.100000000000000000e+01,2.126121042752443426e-03
3.900000000000000000e+01,2.242403215742191057e-03
4.700000000000000000e+01,2.455904910411892648e-03
5.500000000000000000e+01,2.749469740582732337e-03
6.300000000000000000e+01,3.191087829259644463e-03
7.100000000000000000e+01,3.647320617274065965e-03
7.900000000000000000e+01,4.231273169064113208e-03
8.700000000000000000e+01,4.927695363581948568e-03
9.500000000000000000e+01,5.802671058701529445e-03
1.030000000000000000e+02,6.669386271586864347e-03
1.110000000000000000e+02,7.795353542285408943e-03
1.190000000000000000e+02,9.028707082029128680e-03
1.270000000000000000e+02,9.967224948181361774e-03
1.350000000000000000e+02,1.143759078587686280e-02
1.430000000000000000e+02,1.309349976298770230e-02
1.510000000000000000e+02,1.474241910128495231e-02
1.590000000000000000e+02,1.653621458953663526e-02
1.670000000000000000e+02,1.838910429684868786e-02
1.750000000000000000e+02,2.056796534155823017e-02
1.830000000000000000e+02,2.263562758696064173e-02
1.910000000000000000e+02,2.535777419399933355e-02
1.990000000000000000e+02,2.806339983656953863e-02
2.070000000000000000e+02,3.078109849163593661e-02
2.150000000000000000e+02,3.398997812878474384e-02
2.230000000000000000e+02,3.725731656328355734e-02
2.310000000000000000e+02,4.098152320750712840e-02
2.390000000000000000e+02,4.488237708720146241e-02
2.470000000000000000e+02,4.961436256400285350e-02
2.550000000000000000e+02,5.449948467299292609e-02
