7.000000000000000000e+00,2.133746103276361588e-03
1.500000000000000000e+01,3.188546142418338843e-03
2.300000000000000000e+01,4.435243538078915797e-03
3.100000000000000000e+01,5.980589137592946282e-03
3.900000000000000000e+01,8.719892130810456138e-03
4.700000000000000000e+01,1.246888022173676079e-02
5.500000000000000000e+01,1.667219483554650827e-02
6.300000000000000000e+01,2.265469023827043626e-02
7.100000000000000000e+01,2.998046713662455912e-02
7.900000000000000000e+01,3.636645532540581233e-02
8.700000000000000000e+01,4.519246288184079058e-02
9.500000000000000000e+01,5.654617800195456401e-02
1.030000000000000000e+02,6.543699857284285271e-02
1.110000000000000000e+02,7.911508630933090924e-02
1.190000000000000000e+02,9.441985362425479866e-02
1.270000000000000000e+02,1.099228725128005429e-01
1.350000000000000000e+02,1.277331076315418035e-01
1.430000000000000000e+02,1.457155420337815643e-01
1.510000000000000000e+02,1.649675490132536115e-01
1.590000000000000000e+02,1.900431959678680061e-01
1.670000000000000000e+02,2.131801712842762153e-01
1.750000000000000000e+02,2.415180732997068425e-01
1.830000000000000000e+02,2.690534376949950679e-01
1.910000000000000000e+02,2.999285785997592990e-01
1.990000000000000000e+02,3.332494576675703035e-01
2.070000000000000000e+02,3.702684910894814552e-01
2.150000000000000000e+02,4.066635403918518743e-01
2.230000000000000000e+02,4.490347308798430803e-01
2.310000000000000000e+02,4.970408410950094558e-01
2.390000000000000000e+02,5.384163257629190902e-01
2.470000000000000000e+02,5.901892158769009855e-01
2.550000000000000000e+02,6.459703461396224533e-01
